date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
11/13/06,2006,0,,CAR,TB,1523.479,1414.322,0.731555378,0.268444622,1536.952,1400.849,24,10
11/19/06,2006,0,,DEN,LAC,1680.359,1656.861,0.624674119,0.375325881,1651.758,1685.463,27,35
11/19/06,2006,0,,GB,NE,1451.985,1642.151,0.327279936,0.672720064,1429.791,1664.345,0,35
11/19/06,2006,0,,HOU,BUF,1384.253,1456.562,0.489483055,0.510516945,1370.726,1470.089,21,24
11/19/06,2006,0,,DAL,IND,1541.122,1731.329,0.327227975,0.672772025,1570.79,1701.661,21,14
11/19/06,2006,0,,TB,WSH,1400.849,1471.629,0.491682679,0.508317321,1414.98,1457.499,20,17
11/19/06,2006,0,,PHI,TEN,1507.597,1365.131,0.767503933,0.232496067,1457.694,1415.035,13,31
11/19/06,2006,0,,BAL,ATL,1583.56,1468.704,0.737948765,0.262051235,1596.68,1455.584,24,10
11/19/06,2006,0,,SF,SEA,1394.162,1566.109,0.350774529,0.649225471,1420.72,1539.551,20,14
11/19/06,2006,0,,CAR,LAR,1536.952,1434.744,0.723627391,0.276372609,1551.195,1420.502,15,0
11/19/06,2006,0,,ARI,DET,1321.618,1361.493,0.536094884,0.463905116,1340.694,1342.417,17,10
11/19/06,2006,0,,CLE,PIT,1432.271,1569.625,0.397353829,0.602646171,1419.888,1582.008,20,24
11/19/06,2006,0,,KC,OAK,1575.268,1368.455,0.827024078,0.172975922,1580.223,1363.499,17,13
11/19/06,2006,0,,MIA,MIN,1484.868,1480.412,0.598644623,0.401355377,1497.392,1467.888,24,20
11/19/06,2006,0,,NO,CIN,1485.554,1523.76,0.538483404,0.461516596,1455.326,1553.988,16,31
11/19/06,2006,0,,NYJ,CHI,1482.513,1622.201,0.394140972,0.605859028,1464.231,1640.483,0,10
11/20/06,2006,0,,JAX,NYG,1543.99,1576.677,0.546368529,0.453631471,1569.323,1551.344,26,10
11/23/06,2006,0,,DAL,TB,1570.79,1414.98,0.780928346,0.219071654,1584.198,1401.572,38,10
11/23/06,2006,0,,DET,MIA,1342.417,1497.392,0.373334587,0.626665413,1321.684,1518.126,10,27
11/23/06,2006,0,,KC,DEN,1580.223,1651.758,0.490596488,0.509403512,1603.752,1628.229,19,10
11/26/06,2006,0,,ATL,NO,1455.584,1455.326,0.592824775,0.407175225,1419.606,1491.304,13,31
11/26/06,2006,0,,LAC,OAK,1685.463,1363.499,0.902695833,0.097304167,1688.904,1360.058,21,14
11/26/06,2006,0,,WSH,CAR,1457.499,1551.195,0.458796786,0.541203214,1475.15,1533.544,17,13
11/26/06,2006,0,,BAL,PIT,1596.68,1582.008,0.612688862,0.387311138,1621.59,1557.098,27,0
11/26/06,2006,0,,TEN,NYG,1415.035,1551.344,0.398795209,0.601204791,1432.262,1534.117,24,21
11/26/06,2006,0,,NYJ,HOU,1464.231,1370.726,0.713496775,0.286503225,1479.051,1355.907,26,11
11/26/06,2006,0,,NE,CHI,1664.345,1640.483,0.625165259,0.374834741,1675.942,1628.886,17,13
11/26/06,2006,0,,MIN,ARI,1467.888,1340.694,0.751449432,0.248550568,1476.079,1332.503,31,26
11/26/06,2006,0,,IND,PHI,1701.661,1457.694,0.855518596,0.144481404,1709.817,1449.538,45,21
11/26/06,2006,0,,CLE,CIN,1419.888,1553.988,0.401847861,0.598152139,1393.129,1580.746,0,30
11/26/06,2006,0,,BUF,JAX,1470.089,1569.323,0.450892137,0.549107863,1485.554,1553.858,27,24
11/26/06,2006,0,,LAR,SF,1420.502,1420.72,0.592163198,0.407836802,1431.486,1409.735,20,17
11/27/06,2006,0,,SEA,GB,1539.551,1429.791,0.732236501,0.267763499,1551.448,1417.895,34,24
11/30/06,2006,0,,CIN,BAL,1580.746,1621.59,0.534707372,0.465292628,1598.658,1603.679,13,7
12/3/06,2006,0,,BUF,LAC,1485.554,1688.904,0.310794702,0.689205298,1477.447,1697.012,21,24
12/3/06,2006,0,,WSH,ATL,1475.15,1419.606,0.666835504,0.333164496,1441.316,1453.44,14,24
12/3/06,2006,0,,CLE,KC,1393.129,1603.752,0.301898556,0.698101444,1413.857,1583.025,31,28
12/3/06,2006,0,,DEN,SEA,1628.229,1551.448,0.693419979,0.306580021,1607.679,1571.998,20,23
12/3/06,2006,0,,GB,NYJ,1417.895,1479.051,0.505531735,0.494468265,1383.79,1513.156,10,38
12/3/06,2006,0,,OAK,HOU,1360.058,1355.907,0.598222704,0.401777296,1331.615,1384.35,14,23
12/3/06,2006,0,,LAR,ARI,1431.486,1332.503,0.719899273,0.280100727,1389.355,1374.633,20,34
12/3/06,2006,0,,TEN,IND,1432.262,1709.817,0.227309697,0.772690303,1455.977,1686.102,20,17
12/3/06,2006,0,,PIT,TB,1557.098,1401.572,0.780648531,0.219351469,1568.623,1390.047,20,3
12/3/06,2006,0,,MIA,JAX,1518.126,1553.858,0.542020686,0.457979314,1488.374,1583.61,10,24
12/3/06,2006,0,,NO,SF,1491.304,1409.735,0.699247899,0.300752101,1509.456,1391.583,34,10
12/3/06,2006,0,,NE,DET,1675.942,1321.684,0.917846676,0.082153324,1678.812,1318.814,28,21
12/3/06,2006,0,,NYG,DAL,1534.117,1584.198,0.521456981,0.478543019,1519.56,1598.754,20,23
12/3/06,2006,0,,CHI,MIN,1628.886,1476.079,0.7779566,0.2220434,1638.575,1466.39,23,13
12/4/06,2006,0,,PHI,CAR,1449.538,1533.544,0.472675418,0.527324582,1464.286,1518.796,27,24
12/7/06,2006,0,,PIT,CLE,1568.623,1413.857,0.779898467,0.220101533,1580.808,1401.672,27,7
12/10/06,2006,0,,SF,GB,1391.583,1383.79,0.60325116,0.39674884,1360.577,1414.796,19,30
12/10/06,2006,0,,DET,MIN,1318.814,1466.39,0.383351779,0.616648221,1301.094,1484.109,20,30
12/10/06,2006,0,,LAC,DEN,1697.012,1607.679,0.70856239,0.29143761,1715.352,1589.338,48,20
12/10/06,2006,0,,WSH,PHI,1441.316,1464.286,0.560192693,0.439807307,1428.767,1476.834,19,21
12/10/06,2006,0,,TB,ATL,1390.047,1453.44,0.502312642,0.497687358,1365.065,1478.422,6,17
12/10/06,2006,0,,NYJ,BUF,1513.156,1477.447,0.641004726,0.358995274,1473.597,1517.006,13,31
12/10/06,2006,0,,MIA,NE,1488.374,1678.812,0.326935299,0.673064701,1532.499,1634.686,21,0
12/10/06,2006,0,,KC,BAL,1583.025,1603.679,0.563474699,0.436525301,1555.446,1631.258,10,20
12/10/06,2006,0,,JAX,IND,1583.61,1686.102,0.446253135,0.553746865,1621.154,1648.558,44,17
12/10/06,2006,0,,HOU,TEN,1384.35,1455.977,0.490464137,0.509535863,1365.32,1475.007,20,26
12/10/06,2006,0,,DAL,NO,1598.754,1509.456,0.708520783,0.291479217,1549.104,1559.107,17,42
12/10/06,2006,0,,ARI,SEA,1374.633,1571.998,0.318222141,0.681777859,1402.866,1543.766,27,21
12/10/06,2006,0,,CIN,OAK,1598.658,1331.615,0.871175581,0.128824419,1605.128,1325.144,27,10
12/10/06,2006,0,,CAR,NYG,1518.796,1519.56,0.591403918,0.408596082,1485.802,1552.555,13,27
12/11/06,2006,0,,LAR,CHI,1389.355,1638.575,0.257222405,0.742777595,1376.194,1651.736,27,42
12/14/06,2006,0,,SEA,SF,1543.766,1360.577,0.806697234,0.193302766,1500.159,1404.184,14,24
12/16/06,2006,0,,ATL,DAL,1478.422,1549.104,0.491823674,0.508176326,1454.896,1572.63,28,38
12/17/06,2006,0,,BAL,CLE,1631.258,1401.672,0.844981901,0.155018099,1637.814,1395.115,27,17
12/17/06,2006,0,,TEN,JAX,1475.007,1621.154,0.385298203,0.614701797,1501.551,1594.61,24,17
12/17/06,2006,0,,MIN,NYJ,1484.109,1473.597,0.606991134,0.393008866,1450.933,1506.774,13,26
12/17/06,2006,0,,NYG,PHI,1552.555,1476.834,0.692121265,0.307878735,1512.507,1516.882,22,36
12/17/06,2006,0,,NO,WSH,1559.107,1428.767,0.754816438,0.245183562,1526.869,1461.006,10,16
12/17/06,2006,0,,NE,HOU,1634.686,1365.32,0.872668898,0.127331102,1642.482,1357.524,40,7
12/17/06,2006,0,,LAC,KC,1715.352,1555.446,0.784935406,0.215064594,1725.049,1545.749,20,9
12/17/06,2006,0,,BUF,MIA,1517.006,1532.499,0.570767986,0.429232014,1542.957,1506.547,21,0
12/17/06,2006,0,,OAK,LAR,1325.144,1376.194,0.520064883,0.479935117,1293.275,1408.063,0,20
12/17/06,2006,0,,GB,DET,1414.796,1301.094,0.736662118,0.263337882,1425.499,1290.392,17,9
12/17/06,2006,0,,ARI,DEN,1402.866,1589.338,0.331978746,0.668021254,1384.679,1607.525,20,37
12/17/06,2006,0,,CHI,TB,1651.736,1365.065,0.883333255,0.116666745,1654.525,1362.276,34,31
12/17/06,2006,0,,CAR,PIT,1485.802,1580.808,0.456924937,0.543075063,1453.748,1612.861,3,37
12/18/06,2006,0,,IND,CIN,1648.558,1605.128,0.651167094,0.348832906,1668.136,1585.551,34,16
12/21/06,2006,0,,GB,MIN,1425.499,1450.933,0.556695176,0.443304824,1435.067,1441.365,9,7
12/23/06,2006,0,,OAK,KC,1293.275,1545.749,0.253659882,0.746340118,1281.659,1557.365,9,20
12/24/06,2006,0,,BUF,TEN,1542.957,1501.551,0.648515929,0.351484071,1533.51,1510.998,29,30
12/24/06,2006,0,,SEA,LAC,1500.159,1725.049,0.28487623,0.71512377,1492.795,1732.412,17,20
12/24/06,2006,0,,LAR,WSH,1408.063,1461.006,0.517344456,0.482655544,1426.744,1442.324,37,31
12/24/06,2006,0,,SF,ARI,1404.184,1384.679,0.61926976,0.38073024,1379.12,1409.743,20,26
12/24/06,2006,0,,PIT,BAL,1612.861,1637.814,0.557378382,0.442621618,1576.313,1674.362,7,31
12/24/06,2006,0,,NYG,NO,1512.507,1526.869,0.57236228,0.42763772,1475.27,1564.106,7,30
12/24/06,2006,0,,JAX,NE,1594.61,1642.482,0.524629224,0.475370776,1579.95,1657.142,21,24
12/24/06,2006,0,,HOU,IND,1357.524,1668.136,0.195626525,0.804373475,1382.629,1643.031,27,24
12/24/06,2006,0,,DET,CHI,1290.392,1654.525,0.151620423,0.848379577,1285.609,1659.308,21,26
12/24/06,2006,0,,DEN,CIN,1607.525,1585.551,0.62261503,0.37738497,1612.558,1580.518,24,23
12/24/06,2006,0,,CLE,TB,1395.115,1362.276,0.637194151,0.362805849,1358.137,1399.254,7,22
12/24/06,2006,0,,ATL,CAR,1454.896,1453.748,0.594060853,0.405939147,1429.424,1479.22,3,10
12/25/06,2006,0,,DAL,PHI,1572.63,1516.882,0.667096346,0.332903654,1532.634,1556.877,7,23
12/25/06,2006,0,,MIA,NYJ,1506.547,1506.774,0.592150686,0.407849314,1489.631,1523.69,10,13
12/30/06,2006,0,,WSH,NYG,1442.324,1475.27,0.545998978,0.454001022,1420.761,1496.834,28,34
12/31/06,2006,0,,BAL,BUF,1674.362,1533.51,0.765841926,0.234158074,1685.346,1522.526,19,7
12/31/06,2006,0,,PHI,ATL,1556.877,1429.424,0.751727792,0.248272208,1566.372,1419.929,24,17
12/31/06,2006,0,,TEN,NE,1510.998,1657.142,0.385302293,0.614697707,1489.517,1678.623,23,40
12/31/06,2006,0,,NYJ,OAK,1523.69,1281.659,0.854135596,0.145864404,1531.484,1273.865,23,3
12/31/06,2006,0,,KC,JAX,1557.365,1579.95,0.56073865,0.43926135,1572.809,1564.507,35,30
12/31/06,2006,0,,NO,CAR,1564.106,1479.22,0.703248072,0.296751928,1527.914,1515.412,21,31
12/31/06,2006,0,,HOU,CLE,1382.629,1358.137,0.6260147,0.3739853,1398.421,1342.345,14,6
12/31/06,2006,0,,TB,SEA,1399.254,1492.795,0.459018342,0.540981658,1373.577,1518.472,7,23
12/31/06,2006,0,,DAL,DET,1532.634,1285.609,0.857680886,0.142319114,1488.714,1329.528,31,39
12/31/06,2006,0,,IND,MIA,1643.031,1489.631,0.778545703,0.221454297,1650.25,1482.412,27,22
12/31/06,2006,0,,CIN,PIT,1580.518,1576.313,0.598297415,0.401702585,1556.477,1600.354,17,23
12/31/06,2006,0,,CHI,GB,1659.308,1435.067,0.840908726,0.159091274,1601.299,1493.077,7,26
12/31/06,2006,0,,MIN,LAR,1441.365,1426.744,0.612619193,0.387380807,1402.661,1465.448,21,41
12/31/06,2006,0,,LAC,ARI,1732.412,1409.743,0.903051717,0.096948283,1735.84,1406.315,27,20
12/31/06,2006,0,,DEN,SF,1612.558,1379.12,0.847864237,0.152135763,1585.36,1406.317,23,26
1/6/07,2006,0,w,SEA,DAL,1518.472,1488.714,0.633084167,0.366915833,1523.349,1483.838,21,20
1/6/07,2006,0,w,IND,KC,1650.25,1572.809,0.694227065,0.305772935,1666.175,1556.884,23,8
1/7/07,2006,0,w,NE,NYJ,1678.623,1531.484,0.772269426,0.227730574,1691.463,1518.643,37,16
1/7/07,2006,0,w,PHI,NYG,1566.372,1496.834,0.684485535,0.315514465,1574.616,1488.59,23,20
1/13/07,2006,0,d,NO,PHI,1527.914,1574.616,0.526308619,0.473691381,1540.939,1561.591,27,24
1/13/07,2006,0,d,BAL,IND,1685.346,1666.175,0.618816342,0.381183658,1655.715,1695.806,6,15
1/14/07,2006,0,d,LAC,NE,1735.84,1691.463,0.652404342,0.347595658,1716.805,1710.498,21,24
1/14/07,2006,0,d,CHI,SEA,1601.299,1523.349,0.694848688,0.305151312,1609.243,1515.404,27,24
1/21/07,2006,0,c,CHI,NO,1609.243,1540.939,0.682949426,0.317050574,1628.723,1521.46,39,14
1/21/07,2006,0,c,IND,NE,1695.806,1710.498,0.571897255,0.428102745,1709.278,1697.026,38,34
2/4/07,2006,1,s,IND,CHI,1709.278,1628.723,0.613894361,0.386105639,1728.385,1609.615,29,17
9/6/07,2007,0,,IND,NO,1653.923,1515.973,0.762832912,0.237167088,1668.974,1500.922,41,10
9/9/07,2007,0,,DAL,NYG,1490.892,1494.06,0.588055719,0.411944281,1510.108,1474.844,45,35
9/9/07,2007,0,,LAR,CAR,1478.632,1511.942,0.545479524,0.454520476,1448.656,1541.917,13,27
9/9/07,2007,0,,LAC,CHI,1646.204,1574.744,0.686870064,0.313129936,1660.857,1560.09,14,3
9/9/07,2007,0,,WSH,MIA,1448.841,1489.941,0.534340715,0.465659285,1461.613,1477.169,16,13
9/9/07,2007,0,,SEA,TB,1511.936,1417.385,0.714726052,0.285273948,1526.342,1402.979,20,6
9/9/07,2007,0,,OAK,DET,1350.91,1388.019,0.540052375,0.459947625,1320.578,1418.35,21,36
9/9/07,2007,0,,NYJ,NE,1514.095,1633.017,0.42301711,0.57698289,1487.514,1659.599,14,38
9/9/07,2007,0,,MIN,ATL,1436.774,1448.286,0.576373002,0.423626998,1462.342,1422.719,24,3
9/9/07,2007,0,,JAX,TEN,1544.671,1494.678,0.659698948,0.340301052,1525.372,1513.978,10,13
9/9/07,2007,0,,HOU,KC,1433.947,1539.589,0.441776787,0.558223213,1466.824,1506.713,20,3
9/9/07,2007,0,,GB,PHI,1497.051,1542.727,0.527780831,0.472219169,1510.03,1529.748,16,13
9/9/07,2007,0,,CLE,PIT,1396.563,1568.569,0.350697188,0.649302812,1374.276,1590.857,7,34
9/9/07,2007,0,,BUF,DEN,1516.684,1558.574,0.533209002,0.466790998,1509.213,1566.044,14,15
9/10/07,2007,0,,SF,ARI,1439.211,1439.21,0.59246762,0.40753238,1450.186,1428.235,20,17
9/10/07,2007,0,,CIN,BAL,1539.318,1605.477,0.498332071,0.501667929,1560.193,1584.602,27,20
9/16/07,2007,0,,CHI,KC,1560.09,1506.713,0.664058406,0.335941594,1575.379,1491.424,20,10
9/16/07,2007,0,,CAR,HOU,1541.917,1466.824,0.6913504,0.3086496,1502.945,1505.796,21,34
9/16/07,2007,0,,TB,NO,1402.979,1500.922,0.452732777,0.547267223,1435.096,1468.805,31,14
9/16/07,2007,0,,BAL,NYJ,1584.602,1487.514,0.71769437,0.28230563,1595.537,1476.579,20,13
9/16/07,2007,0,,LAR,SF,1448.656,1450.186,0.590337967,0.409662033,1440.229,1458.613,16,17
9/16/07,2007,0,,NYG,GB,1474.844,1510.03,0.54280079,0.45719921,1440.337,1544.536,13,35
9/16/07,2007,0,,DEN,OAK,1566.044,1320.578,0.85658192,0.14341808,1569.529,1317.094,23,20
9/16/07,2007,0,,CLE,CIN,1374.276,1560.193,0.332687641,0.667312359,1401.757,1532.712,51,45
9/16/07,2007,0,,ARI,SEA,1428.235,1526.342,0.452498882,0.547501118,1443.647,1510.93,23,20
9/16/07,2007,0,,NE,LAC,1659.599,1660.857,0.590716575,0.409283425,1685.205,1635.25,38,14
9/16/07,2007,0,,PIT,BUF,1590.857,1509.213,0.699338685,0.300661315,1608.773,1491.297,26,3
9/16/07,2007,0,,TEN,IND,1513.978,1668.974,0.373306305,0.626693695,1506.098,1676.854,20,22
9/16/07,2007,0,,MIA,DAL,1477.169,1510.108,0.546008967,0.453991033,1445.139,1542.138,20,37
9/16/07,2007,0,,JAX,ATL,1525.372,1422.719,0.724139399,0.275860601,1535.347,1412.743,13,7
9/16/07,2007,0,,DET,MIN,1418.35,1462.342,0.530196151,0.469803849,1431.253,1449.439,20,17
9/17/07,2007,0,,PHI,WSH,1529.748,1461.613,0.682738739,0.317261261,1497.813,1493.548,12,20
9/23/07,2007,0,,NE,BUF,1685.205,1491.297,0.81613744,0.18386256,1696.608,1479.895,38,7
9/23/07,2007,0,,GB,LAC,1544.536,1635.25,0.463061999,0.536938001,1567.131,1612.655,31,24
9/23/07,2007,0,,WSH,NYG,1493.548,1440.337,0.663845199,0.336154801,1464.372,1469.514,17,24
9/23/07,2007,0,,SEA,CIN,1510.93,1532.712,0.561876885,0.438123115,1522.844,1520.798,24,21
9/23/07,2007,0,,BAL,ARI,1595.537,1443.647,0.777043423,0.222956577,1601.164,1438.02,26,23
9/23/07,2007,0,,OAK,CLE,1317.094,1401.757,0.471732841,0.528267159,1328.806,1390.045,26,24
9/23/07,2007,0,,PIT,SF,1608.773,1458.613,0.775313353,0.224686647,1621.426,1445.96,37,16
9/23/07,2007,0,,PHI,DET,1497.813,1431.253,0.680771646,0.319228354,1519.401,1409.664,56,21
9/23/07,2007,0,,NYJ,MIA,1476.579,1445.139,0.63533036,0.36466964,1486.265,1435.453,31,28
9/23/07,2007,0,,KC,MIN,1491.424,1449.439,0.649275285,0.350724715,1500.697,1440.166,13,10
9/23/07,2007,0,,HOU,IND,1505.796,1676.854,0.351940833,0.648059167,1492.729,1689.921,24,30
9/23/07,2007,0,,DEN,JAX,1569.529,1535.347,0.638979467,0.361020533,1538.713,1566.163,14,23
9/23/07,2007,0,,CHI,DAL,1575.379,1542.138,0.637728949,0.362271051,1532.404,1585.112,10,34
9/23/07,2007,0,,ATL,CAR,1412.743,1502.945,0.463794884,0.536205116,1393.673,1522.015,20,27
9/23/07,2007,0,,TB,LAR,1435.096,1440.229,0.585312861,0.414687139,1460.053,1415.272,24,3
9/24/07,2007,0,,NO,TEN,1468.805,1506.098,0.539789266,0.460210734,1437.203,1537.7,14,31
9/30/07,2007,0,,SF,SEA,1445.96,1522.844,0.482904216,0.517095784,1416.714,1552.09,3,23
9/30/07,2007,0,,ARI,PIT,1438.02,1621.426,0.335904354,0.664095646,1467.21,1592.236,21,14
9/30/07,2007,0,,IND,DEN,1689.921,1538.713,0.776362532,0.223637468,1701.912,1526.722,38,20
9/30/07,2007,0,,CLE,BAL,1390.045,1601.164,0.301297146,0.698702854,1430.579,1560.629,27,13
9/30/07,2007,0,,CAR,TB,1522.015,1460.053,0.674992215,0.325007785,1484.207,1497.862,7,20
9/30/07,2007,0,,NYG,PHI,1469.514,1519.401,0.521735648,0.478264352,1494.585,1494.33,16,3
9/30/07,2007,0,,MIN,GB,1440.166,1567.131,0.411758828,0.588241172,1423.51,1583.787,16,23
9/30/07,2007,0,,BUF,NYJ,1479.895,1486.265,0.583583458,0.416416542,1491.141,1475.019,17,14
9/30/07,2007,0,,LAC,KC,1612.655,1500.697,0.734709968,0.265290032,1569.382,1543.971,16,30
9/30/07,2007,0,,DAL,LAR,1585.112,1415.272,0.794431542,0.205568458,1597.621,1402.763,35,7
9/30/07,2007,0,,ATL,HOU,1393.673,1492.729,0.451145842,0.548854158,1420.409,1465.993,26,16
9/30/07,2007,0,,MIA,OAK,1435.453,1328.806,0.728708432,0.271291568,1388.909,1375.35,17,35
9/30/07,2007,0,,DET,CHI,1409.664,1532.404,0.417662093,0.582337907,1438.345,1503.724,37,27
10/1/07,2007,0,,CIN,NE,1520.798,1696.608,0.345727365,0.654272635,1500.45,1716.956,13,34
10/7/07,2007,0,,PIT,SEA,1592.236,1552.09,0.64686085,0.35313915,1613.072,1531.254,21,0
10/7/07,2007,0,,DEN,LAC,1526.722,1569.382,0.53210561,0.46789439,1487.334,1608.77,3,41
10/7/07,2007,0,,NO,CAR,1437.203,1484.207,0.52587519,0.47412481,1422.503,1498.907,13,16
10/7/07,2007,0,,WSH,DET,1464.372,1438.345,0.628081113,0.371918887,1489.127,1413.59,34,3
10/7/07,2007,0,,SF,BAL,1416.714,1560.629,0.388345718,0.611654282,1408.477,1568.867,7,9
10/7/07,2007,0,,TEN,ATL,1537.7,1420.409,0.740650321,0.259349679,1547.66,1410.448,20,13
10/7/07,2007,0,,NYG,NYJ,1494.585,1475.019,0.619352547,0.380647453,1512.802,1456.802,35,24
10/7/07,2007,0,,NE,CLE,1716.956,1430.579,0.883158731,0.116841269,1722.78,1424.755,34,17
10/7/07,2007,0,,KC,JAX,1543.971,1566.163,0.5612958,0.4387042,1516.518,1593.615,7,17
10/7/07,2007,0,,HOU,MIA,1465.993,1388.909,0.693790652,0.306209348,1473.968,1380.934,22,19
10/7/07,2007,0,,GB,CHI,1583.787,1503.724,0.697421614,0.302578386,1552.734,1534.776,20,27
10/7/07,2007,0,,IND,TB,1701.912,1497.862,0.824736921,0.175263079,1711.269,1488.506,33,14
10/7/07,2007,0,,LAR,ARI,1402.763,1467.21,0.50079583,0.49920417,1388.875,1481.098,31,34
10/8/07,2007,0,,BUF,DAL,1491.141,1597.621,0.440587497,0.559412503,1485.146,1603.616,24,25
10/14/07,2007,0,,GB,WSH,1552.734,1489.127,0.677066134,0.322933866,1561.193,1480.668,17,14
10/14/07,2007,0,,DAL,NE,1603.616,1722.78,0.422677137,0.577322863,1578.114,1748.283,27,48
10/14/07,2007,0,,ARI,CAR,1481.098,1498.907,0.567498726,0.432501274,1448.94,1531.066,10,25
10/14/07,2007,0,,CLE,MIA,1424.755,1380.934,0.651678181,0.348321819,1440.673,1365.016,41,31
10/14/07,2007,0,,CHI,MIN,1534.776,1423.51,0.733932819,0.266067181,1512.655,1445.632,31,34
10/14/07,2007,0,,JAX,HOU,1593.615,1473.968,0.743246939,0.256753061,1608.039,1459.545,37,17
10/14/07,2007,0,,KC,CIN,1516.518,1500.45,0.614594085,0.385405915,1531.977,1484.991,27,20
10/14/07,2007,0,,LAC,OAK,1608.77,1375.35,0.847850871,0.152149129,1616.026,1368.094,28,14
10/14/07,2007,0,,SEA,NO,1531.254,1422.503,0.731096161,0.268903839,1491.805,1461.953,17,28
10/14/07,2007,0,,BAL,LAR,1568.867,1388.875,0.803811257,0.196188743,1579.443,1378.298,22,3
10/14/07,2007,0,,NYJ,PHI,1456.802,1494.33,0.539453197,0.460546803,1434.083,1517.049,9,16
10/14/07,2007,0,,TB,TEN,1488.506,1547.66,0.508412276,0.491587724,1502.099,1534.067,13,10
10/15/07,2007,0,,ATL,NYG,1410.448,1512.802,0.446449447,0.553550553,1383.309,1539.941,10,31
10/21/07,2007,0,,HOU,TEN,1459.545,1534.067,0.48630017,0.51369983,1448.906,1544.706,36,38
10/21/07,2007,0,,WSH,ARI,1480.668,1448.94,0.635714376,0.364285624,1488.335,1441.273,21,19
10/21/07,2007,0,,OAK,KC,1368.094,1531.977,0.361417678,0.638582322,1360.494,1539.576,10,12
10/21/07,2007,0,,NYG,SF,1539.941,1408.477,0.756011906,0.243988094,1553.131,1395.287,33,15
10/21/07,2007,0,,NO,ATL,1461.953,1383.309,0.695695101,0.304304899,1473.07,1372.192,22,16
10/21/07,2007,0,,MIA,NE,1365.016,1748.283,0.13798923,0.86201077,1357.564,1755.735,28,49
10/21/07,2007,0,,DET,TB,1413.59,1502.099,0.466219368,0.533780632,1436.029,1479.66,23,16
10/21/07,2007,0,,DEN,PIT,1487.334,1613.072,0.413470685,0.586529315,1504.058,1596.348,31,28
10/21/07,2007,0,,DAL,MIN,1578.114,1445.632,0.757091221,0.242908779,1588.804,1434.942,24,14
10/21/07,2007,0,,CIN,NYJ,1484.991,1434.083,0.66088041,0.33911959,1498.389,1420.685,38,31
10/21/07,2007,0,,BUF,BAL,1485.146,1579.443,0.457937874,0.542062126,1504.833,1559.756,19,14
10/21/07,2007,0,,PHI,CHI,1517.049,1512.655,0.598558868,0.401441132,1499.913,1529.791,16,19
10/21/07,2007,0,,SEA,LAR,1491.805,1378.298,0.736444304,0.263555696,1508.051,1362.052,33,6
10/22/07,2007,0,,JAX,IND,1608.039,1711.269,0.445203581,0.554796419,1580.597,1738.711,7,29
10/28/07,2007,1,,NYG,MIA,1553.131,1357.564,0.75505819,0.24494181,1559.368,1351.327,13,10
10/28/07,2007,0,,CHI,DET,1529.791,1436.029,0.7137991,0.2862009,1494.363,1471.457,7,16
10/28/07,2007,0,,MIN,PHI,1434.942,1499.913,0.500041734,0.499958266,1414.146,1520.709,16,23
10/28/07,2007,0,,NE,WSH,1755.735,1488.335,0.871406041,0.128593959,1764.289,1479.781,52,7
10/28/07,2007,0,,NYJ,BUF,1420.685,1504.833,0.472471679,0.527528321,1398.222,1527.296,3,13
10/28/07,2007,0,,TEN,OAK,1544.706,1360.494,0.807613866,0.192386134,1550.268,1354.931,13,9
10/28/07,2007,0,,SF,NO,1395.287,1473.07,0.481612081,0.518387919,1365.685,1502.671,10,31
10/28/07,2007,0,,TB,JAX,1479.66,1580.597,0.448466152,0.551533848,1473.543,1586.714,23,24
10/28/07,2007,0,,LAC,HOU,1616.026,1448.906,0.791862711,0.208137289,1628.294,1436.638,35,10
10/28/07,2007,0,,LAR,CLE,1362.052,1440.673,0.480407842,0.519592158,1342.195,1460.529,20,27
10/28/07,2007,0,,CIN,PIT,1498.389,1596.348,0.452709957,0.547290043,1476.222,1618.515,13,24
10/28/07,2007,0,,CAR,IND,1531.066,1738.711,0.305523712,0.694476288,1512.595,1757.182,7,31
10/29/07,2007,0,,DEN,GB,1504.058,1561.193,0.511316712,0.488683288,1484.087,1581.164,13,19
11/4/07,2007,0,,MIN,LAC,1414.146,1628.294,0.297639266,0.702360734,1458.515,1583.925,35,17
11/4/07,2007,0,,TB,ARI,1473.543,1441.273,0.636436605,0.363563395,1488.023,1426.793,17,10
11/4/07,2007,0,,OAK,HOU,1354.931,1436.638,0.475975209,0.524024791,1335.285,1456.284,17,24
11/4/07,2007,0,,PHI,DAL,1520.709,1588.804,0.495546055,0.504453945,1490.117,1619.396,17,38
11/4/07,2007,0,,TEN,CAR,1550.268,1512.595,0.643602197,0.356397803,1568.241,1494.622,20,7
11/4/07,2007,0,,NYJ,WSH,1398.222,1479.781,0.476187711,0.523812289,1385.118,1492.885,20,23
11/4/07,2007,0,,NO,JAX,1502.671,1586.714,0.47262233,0.52737767,1533.424,1555.962,41,24
11/4/07,2007,0,,KC,GB,1539.576,1581.164,0.533641672,0.466358328,1512.77,1607.97,22,33
11/4/07,2007,0,,DET,DEN,1471.457,1484.087,0.574800842,0.425199158,1501.672,1453.872,44,7
11/4/07,2007,0,,IND,NE,1757.182,1764.289,0.582552105,0.417447895,1737.924,1783.548,20,24
